memory_utilization_client_0,cpu_load_client_0,busy_time_client_0,read_bytes_client_0,read_count_client_0,read_merged_count_client_0,read_time_client_0,write_bytes_client_0,write_count_client_0,write_merged_count_client_0,write_time_client_0,accessed_files_client_0,network_activity_client_0,new_process_info_client_0,memory_utilization_client_1,cpu_load_client_1,busy_time_client_1,read_bytes_client_1,read_count_client_1,read_merged_count_client_1,read_time_client_1,write_bytes_client_1,write_count_client_1,write_merged_count_client_1,write_time_client_1,accessed_files_client_1,network_activity_client_1,new_process_info_client_1,memory_utilization_client_2,cpu_load_client_2,busy_time_client_2,read_bytes_client_2,read_count_client_2,read_merged_count_client_2,read_time_client_2,write_bytes_client_2,write_count_client_2,write_merged_count_client_2,write_time_client_2,accessed_files_client_2,network_activity_client_2,new_process_info_client_2,memory_utilization_client_3,cpu_load_client_3,busy_time_client_3,read_bytes_client_3,read_count_client_3,read_merged_count_client_3,read_time_client_3,write_bytes_client_3,write_count_client_3,write_merged_count_client_3,write_time_client_3,accessed_files_client_3,network_activity_client_3,new_process_info_client_3,label
0.014000000000000012,0.0041200000000000125,2.8,0.0,0.0,0.0,0.0,14090.240000000002,1.9600000000000002,0.36000000000000004,73.47999999999999,0.0,12.45043937553028,0.0,0.0050000000000000044,0.0014000000000000123,3.2,0.0,0.0,0.0,0.0,19333.120000000003,2.04,0.08000000000000002,74.0,0.0,24.143275837292393,0.0,0.009000000000000064,0.005760000000000043,0.3999999999999999,0.0,0.0,0.0,0.0,6881.279999999999,1.56,1.0799999999999998,50.199999999999996,0.0,20.31881237509123,0.0,0.0020000000000000018,0.002960000000000018,2.0,0.0,0.0,0.0,0.0,14581.760000000002,2.0,0.2,72.6,0.0,16.538678247360604,0.0,benign
0.009000000000000008,0.006359999999999977,0.4,0.0,0.0,0.0,0.0,4587.52,0.08,0.12,0.43999999999999995,0.0,33.76487341453144,0.0,0.015000000000000013,0.010120000000000018,0.4,0.0,0.0,0.0,0.0,4751.360000000001,0.12000000000000001,0.12,0.8,0.0,23.050566459248905,0.0,0.0020000000000000573,0.00028000000000000247,0.4,0.0,0.0,0.0,0.0,2457.6,0.08,0.52,0.28,0.0,15.411831659177725,0.0,0.007000000000000006,0.013440000000000007,3.2,0.0,0.0,0.0,0.0,8028.16,1.0,0.08000000000000002,44.6,0.0,19.932513469713687,0.0,benign
0.016000000000000014,0.004280000000000006,0.4,0.0,0.0,0.0,0.0,819.1999999999998,0.039999999999999994,0.15999999999999998,0.24,0.0,37.366722796924236,0.0,0.029000000000000026,0.005200000000000038,1.6,0.0,0.0,0.0,0.0,8355.84,0.88,0.24000000000000005,20.96,0.0,33.71864654150498,0.0,0.01100000000000001,0.01548000000000005,0.4,0.0,0.0,0.0,0.0,2621.4399999999996,0.04,0.28,0.24,0.0,30.769227676553403,0.0,0.02100000000000002,0.009719999999999951,0.4,0.0,0.0,0.0,0.0,163.84000000000015,0.0,0.03999999999999998,0.2,0.0,41.78907171273512,0.0,benign
0.004039999999999988,0.021160000000000012,0.4,0.0,0.0,0.0,0.0,983.04,0.08,0.31999999999999995,0.12,0.0,17.153424128621683,0.0,0.01100000000000001,0.024639999999999995,0.0,0.0,0.0,0.0,0.0,655.3600000000001,0.039999999999999994,0.19999999999999996,0.32000000000000006,0.0,15.866069891131,0.0,0.0030000000000000027,0.026119999999999977,0.8,0.0,0.0,0.0,0.0,3768.32,0.08,0.84,0.36,0.0,16.45145104028572,0.0,0.0050000000000000044,0.025040000000000007,0.3999999999999999,0.0,0.0,0.0,0.0,4587.52,0.08,0.15999999999999992,0.9600000000000001,0.0,11.394543329151379,0.0,benign
0.0030000000000000027,0.009319999999999995,0.8,0.0,0.0,0.0,0.0,7208.96,0.12,0.72,0.56,0.0,20.55747392557761,0.0,0.011999999999999955,0.006759999999999988,2.8,0.0,0.0,0.0,0.0,7045.12,0.12,0.68,2.36,0.0,28.84631575180586,0.0,0.004000000000000059,0.005159999999999998,0.8,0.0,0.0,0.0,0.0,1474.56,0.08,0.28,0.44,0.0,26.094079972122845,0.0,0.0030000000000000027,0.015119999999999967,1.2,0.0,0.0,0.0,0.0,7045.12,0.12,0.64,1.28,0.0,23.98355134786666,0.0,benign
0.0021200000000000108,0.010680000000000023,0.4,0.0,0.0,0.0,0.0,1146.8799999999999,0.039999999999999994,0.24,0.32,0.0,21.659524696672555,0.0,0.013879999999999948,0.003640000000000032,0.0,0.0,0.0,0.0,0.0,4915.2,0.0,0.08000000000000007,0.4,0.0,12.45043937553028,0.0,0.0021200000000000108,0.013080000000000036,0.8,0.0,0.0,0.0,0.0,3440.6400000000003,0.0,0.12,1.1199999999999999,0.0,12.50636407946395,0.0,0.005879999999999996,0.007560000000000011,0.3999999999999999,0.0,0.0,0.0,0.0,4259.84,0.04000000000000001,0.040000000000000036,0.9199999999999999,0.0,18.42728084704406,0.0,benign
0.027720000000000022,0.006599999999999995,1.6,0.0,0.0,0.0,0.0,12288.0,0.24,0.92,1.52,0.0,24.478853945703417,0.0,0.04648000000000002,0.012479999999999991,0.4,0.0,0.0,0.0,0.0,2293.76,0.08,0.48,0.32,0.0,26.698083386098464,0.0,0.03548000000000001,0.01684000000000002,0.8,0.0,0.0,0.0,0.0,2457.6,0.08,0.52,0.6,0.0,25.933529946034504,0.0,0.03947999999999996,0.015240000000000031,0.4,0.0,0.0,0.0,0.0,2293.76,0.08,0.48,0.36,0.0,29.149795252964914,0.0,benign
0.007000000000000006,0.0031200000000000117,2.4,0.0,0.0,0.0,0.0,27033.6,0.56,1.44,15.24,0.0,24.375584105656543,0.0,0.031000000000000028,0.010440000000000005,1.2,0.0,0.0,0.0,0.0,5734.4,0.32,0.16,3.2,0.0,17.159799965946327,0.0,0.006000000000000005,0.0014799999999999813,0.8,0.0,0.0,0.0,0.0,2949.12,0.16,0.56,0.76,0.0,27.72809967431391,0.0,0.019000000000000017,0.006720000000000004,1.2,0.0,0.0,0.0,0.0,6881.28,0.16,0.56,1.76,0.0,30.85234779686483,0.0,benign
0.016000000000000014,0.009399999999999964,0.4,0.0,0.0,0.0,0.0,655.3600000000001,0.08,0.07999999999999996,0.8,0.0,19.355416786106165,0.0,0.017000000000000015,0.0019599999999999618,0.4,0.0,0.0,0.0,0.0,819.1999999999998,0.0,0.2,0.19999999999999996,0.0,22.299796600716824,0.0,0.003999999999999948,0.00020000000000003348,0.0,0.0,0.0,0.0,0.0,655.3599999999999,0.0,0.16000000000000003,0.08000000000000002,0.0,41.84283150629486,0.0,0.013000000000000012,0.005959999999999965,1.6,163.84,0.04,0.0,0.04,5898.24,0.36,0.12,4.239999999999999,0.0,29.739632299616286,0.0,benign
0.025000000000000022,0.013640000000000041,0.7999999999999999,0.0,0.0,0.0,0.0,3276.8,0.039999999999999994,0.2,0.8799999999999999,0.0,27.496524242694306,0.0,0.03500000000000003,0.012039999999999995,0.8,0.0,0.0,0.0,0.0,5406.719999999999,0.88,0.48000000000000004,16.08,0.0,22.497515483142095,0.0,0.02400000000000002,0.01200000000000001,0.3999999999999999,0.0,0.0,0.0,0.0,3112.96,0.0,0.2,0.31999999999999995,0.0,23.147877491312048,0.0,0.02744000000000002,0.004200000000000037,0.0,0.0,0.0,0.0,0.0,163.84000000000015,0.0,0.03999999999999998,0.32000000000000006,0.0,12.131087531182626,0.0,benign
0.025040000000000007,0.010680000000000023,0.7999999999999999,0.0,0.0,0.0,0.0,8028.16,0.2,0.08000000000000002,4.84,0.0,18.327895026585498,0.0,0.03200000000000003,0.003159999999999996,0.0,0.0,0.0,0.0,0.0,163.84000000000015,0.0,0.03999999999999998,0.040000000000000036,0.0,24.87948478471401,0.0,0.01307999999999998,0.00036000000000002697,2.4,0.0,0.0,0.0,0.0,10158.08,0.32,0.0,11.12,0.0,34.411746433105655,0.0,0.020000000000000018,0.012960000000000027,0.4,0.0,0.0,0.0,0.0,327.68000000000006,0.0,0.08000000000000002,0.24,0.0,23.806143446338464,0.0,benign
0.006200000000000039,0.0006400000000000294,0.8,0.0,0.0,0.0,0.0,819.1999999999998,0.0,0.12,0.039999999999999925,0.0,15.253168408691966,0.0,0.013000000000000012,0.003400000000000014,1.6,0.0,0.0,0.0,0.0,7864.32,0.12,0.8,0.96,0.0,14.325161298564504,0.0,0.006000000000000061,0.00539999999999996,1.2000000000000002,0.0,0.0,0.0,0.0,2949.12,0.07999999999999999,0.6000000000000001,0.6,0.0,20.850703987171574,0.0,0.0020000000000000018,0.0031999999999999806,0.8,0.0,0.0,0.0,0.0,1474.5599999999995,0.0,0.32000000000000006,0.1200000000000001,0.0,12.709269997001392,0.0,benign
0.0030000000000000027,0.008000000000000007,3.2,0.0,0.0,0.0,0.0,23920.640000000003,1.72,0.6399999999999999,68.28,0.0,14.325161298564504,0.0,0.01200000000000001,0.005159999999999998,0.8000000000000003,0.0,0.0,0.0,0.0,16384.0,1.0,0.43999999999999995,45.8,0.0,23.050566459248905,0.0,0.020000000000000018,0.0027599999999999847,3.6,0.0,0.0,0.0,0.0,26378.24,1.8,1.16,68.56,0.0,14.776187617619307,0.0,0.006000000000000005,0.011120000000000019,2.8,0.0,0.0,0.0,0.0,23265.280000000002,1.6800000000000002,0.5199999999999999,67.96000000000001,0.0,13.759909941129877,0.0,benign
0.0009999999999999454,0.01804,2.4000000000000004,0.0,0.0,0.0,0.0,11960.32,1.3200000000000003,0.12,72.72,0.0,13.984527114397117,0.0,0.014000000000000068,0.021919999999999995,3.6000000000000005,0.0,0.0,0.0,0.0,11796.48,2.0,0.31999999999999995,86.92,0.0,12.935179336450153,0.0,0.022799999999999987,0.018120000000000025,2.8000000000000003,0.0,0.0,0.0,0.0,7045.119999999999,1.52,0.6399999999999999,80.16,0.0,15.056007967618108,0.0,0.0010000000000000564,0.015680000000000027,3.6000000000000005,0.0,0.0,0.0,0.0,16875.519999999997,2.08,0.5599999999999999,87.12,0.0,20.56471465746947,0.0,benign
0.010000000000000009,0.01088,0.0,0.0,0.0,0.0,0.0,2293.76,0.08,0.56,0.92,0.0,18.27554652289821,0.0,0.014000000000000012,0.0036399999999999766,0.0,0.0,0.0,0.0,0.0,819.1999999999998,0.04000000000000001,0.36,0.8,0.0,15.545158424876925,0.0,0.02672000000000002,0.020320000000000005,0.8,0.0,0.0,0.0,0.0,819.1999999999998,0.04000000000000001,0.32,0.11999999999999988,0.0,31.66913330947281,0.0,0.0040000000000000036,0.005640000000000034,0.3999999999999999,0.0,0.0,0.0,0.0,163.84000000000015,0.0,0.52,0.19999999999999996,0.0,24.45842253737923,0.0,benign
0.0019600000000000173,0.02028000000000002,0.4,0.0,0.0,0.0,0.0,2129.9199999999996,0.12,0.24,0.44,0.0,12.54908037528441,0.0,0.007999999999999952,0.017199999999999993,1.2000000000000002,0.0,0.0,0.0,0.0,4915.2,0.84,0.16000000000000003,21.84,0.0,28.616846680453207,0.0,0.0020399999999999863,0.026040000000000008,0.4,0.0,0.0,0.0,0.0,819.1999999999998,0.0,0.76,0.24000000000000005,0.0,37.44163041609656,0.0,0.0020000000000000018,0.018359999999999987,1.2000000000000002,0.0,0.0,0.0,0.0,2621.4400000000005,0.28,0.19999999999999996,3.56,0.0,25.273813845434365,0.0,benign
0.0040000000000000036,0.012720000000000009,0.0,0.0,0.0,0.0,0.0,491.52,0.0,0.52,0.0,0.0,24.676437241359217,0.0,0.019999999999999962,0.0026399999999999757,0.4,0.0,0.0,0.0,0.0,3932.1600000000003,0.039999999999999994,0.0,0.64,0.0,23.096313953710542,0.0,0.019000000000000017,0.0005200000000000204,0.4,0.0,0.0,0.0,0.0,163.84000000000015,0.08,0.040000000000000036,0.6,0.0,32.656995040311855,0.0,0.013000000000000012,0.0020399999999999863,0.0,0.0,0.0,0.0,0.0,655.3599999999999,0.0,0.16000000000000003,0.12,0.0,19.595761129854278,0.0,benign
0.0010000000000000009,0.009800000000000031,0.3999999999999999,0.0,0.0,0.0,0.0,3112.96,0.32,0.72,4.8,0.0,14.205392967135987,0.0,0.01636000000000004,0.002960000000000018,1.2,0.0,0.0,0.0,0.0,11304.96,0.08000000000000002,1.04,1.6400000000000001,0.0,17.366214614215444,0.0,0.01100000000000001,0.0022000000000000353,1.2,0.0,0.0,0.0,0.0,3932.16,0.32000000000000006,0.08000000000000007,2.3199999999999994,0.0,9.01005945052656,0.0,0.0040000000000000036,3.999999999998449e-05,2.4000000000000004,0.0,0.0,0.0,0.0,28180.480000000003,0.9600000000000001,0.4,40.36,0.0,10.52544045306167,0.0,benign
0.0030000000000000027,0.008359999999999979,1.2,0.0,0.0,0.0,0.0,6717.44,0.5599999999999999,0.16000000000000003,6.56,0.0,23.519185414800493,0.0,0.010000000000000009,0.00023999999999996247,0.3999999999999999,0.0,0.0,0.0,0.0,3768.3199999999997,0.24,0.12,14.52,0.0,28.225937847532816,0.0,0.02300000000000002,0.011159999999999948,0.8,0.0,0.0,0.0,0.0,6717.44,0.5599999999999999,0.0,6.0,0.0,17.34215475939329,0.0,0.0050000000000000044,0.0048399999999999554,7.6,0.0,0.0,0.0,0.0,10649.6,0.27999999999999997,0.15999999999999998,58.16,0.0,28.03716515492045,0.0,benign
0.0010399999999999854,0.006559999999999955,0.4,0.0,0.0,0.0,0.0,2129.92,0.08,0.44,0.28,0.0,25.26459924070253,0.0,0.02028000000000002,0.008799999999999975,2.0,0.0,0.0,0.0,0.0,10649.6,1.04,0.68,27.92,0.0,24.87834936516962,0.0,0.005039999999999989,0.0007199999999999429,1.6,0.0,0.0,0.0,0.0,7536.64,0.36,0.52,4.8,0.0,16.40238307024812,0.0,0.010960000000000025,0.0021200000000000108,0.4,0.0,0.0,0.0,0.0,1966.08,0.08,0.4,0.2,0.0,17.504488748470315,0.0,benign
0.013680000000000025,0.008199999999999985,0.8,0.0,0.0,0.0,0.0,4587.5199999999995,0.0,0.44,0.48,0.0,20.741863098181508,0.0,0.03672000000000003,0.0021599999999999953,0.4,0.0,0.0,0.0,0.0,1802.24,0.039999999999999994,0.64,0.28,0.0,21.309445093476405,0.0,0.024680000000000035,0.0044399999999999995,1.6,0.0,0.0,0.0,0.0,2949.12,0.8400000000000001,0.52,15.2,0.0,15.984058022798376,0.0,0.024680000000000035,0.003720000000000001,0.8,0.0,0.0,0.0,0.0,491.52,0.0,0.36,0.28,0.0,28.436518484922445,0.0,benign
0.02100000000000002,0.00043999999999999595,0.3999999999999999,0.0,0.0,0.0,0.0,4915.2,0.039999999999999994,0.24000000000000005,0.12,0.0,22.567217276528808,0.0,0.028000000000000025,0.011720000000000008,0.3999999999999999,0.0,0.0,0.0,0.0,5079.04,0.08,0.24000000000000005,0.07999999999999996,0.0,23.632088170079285,0.0,0.007000000000000006,0.0012400000000000189,2.4000000000000004,0.0,0.0,0.0,0.0,5242.88,0.12000000000000001,0.2,4.96,0.0,25.201716713139195,0.0,0.02200000000000002,0.0037599999999999856,2.8,0.0,0.0,0.0,0.0,819.1999999999998,0.0,0.2,2.88,0.0,20.22714890322886,0.0,benign
0.026000000000000023,0.0022400000000000198,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.16000000000000003,16.68,0.0,17.298336857654824,0.0,0.034999999999999976,0.0010000000000000009,0.8,0.0,0.0,0.0,0.0,3768.3199999999997,0.48,0.36000000000000004,6.4,0.0,10.876004469394909,0.0,0.0014399999999999968,0.0030799999999999716,0.40000000000000013,0.0,0.0,0.0,0.0,2785.2799999999997,0.48,0.16000000000000003,6.0,0.0,25.120290174161667,0.0,0.02560000000000001,0.0017199999999999993,0.8,0.0,0.0,0.0,0.0,7536.639999999999,0.56,0.28,6.5600000000000005,0.0,19.761847624762833,0.0,benign
0.03999999999999998,0.003039999999999987,0.8,0.0,0.0,0.0,0.0,5734.4,0.28,0.2,1.68,0.0,10.494359104648792,0.0,0.03999999999999998,0.014079999999999981,0.4,0.0,0.0,0.0,0.0,1802.24,0.08,0.36,0.24,0.0,18.423777711147967,0.0,0.0020399999999999308,0.010160000000000002,9.6,0.0,0.0,0.0,0.0,8355.84,0.44,0.64,37.6,0.0,21.35167672903986,0.0,0.035999999999999976,0.005039999999999989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.860232175757687,0.0,benign
0.014000000000000012,0.004479999999999984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03999999999999998,0.0,17.112580116703192,0.0,0.03600000000000003,0.012119999999999964,0.7999999999999999,0.0,0.0,0.0,0.0,5570.5599999999995,0.08,0.36,0.6000000000000001,0.0,23.110200461216053,0.0,0.023999999999999966,0.0015600000000000058,0.4,0.0,0.0,0.0,0.0,1638.4,0.039999999999999994,0.36,0.48000000000000004,0.0,17.78158638314664,0.0,0.028000000000000025,0.0018400000000000083,0.4,0.0,0.0,0.0,0.0,1146.88,0.039999999999999994,0.31999999999999995,0.6000000000000001,0.0,27.989744041717238,0.0,benign
